회사명,거래소코드,회계년도,종가,발행주식의총수,주식의종류
(주)CMG제약,58820,2009/12,1460,16584330,10
(주)CMG제약,58820,2009/12,1460,16584330,90
(주)CMG제약,58820,2010/12,792,41176375,10
(주)CMG제약,58820,2010/12,792,41176375,90
(주)CMG제약,58820,2011/12,785,43693200,10
(주)CMG제약,58820,2011/12,785,43693200,90
(주)CMG제약,58820,2012/12,1330,66025540,10
(주)CMG제약,58820,2012/12,1330,66025540,90
(주)CMG제약,58820,2013/12,932,86626866,90
(주)CMG제약,58820,2013/12,932,86626866,10
(주)CMG제약,58820,2014/12,912,86626866,90
(주)CMG제약,58820,2014/12,912,86626866,10
(주)CMG제약,58820,2014/12,912,0,20
(주)CMG제약,58820,2015/12,2110,88297244,90
(주)CMG제약,58820,2015/12,2110,88297244,10
(주)CMG제약,58820,2016/12,3180,108707244,90
(주)CMG제약,58820,2016/12,3180,108707244,10
(주)CMG제약,58820,2017/12,6240,108887244,90
(주)CMG제약,58820,2017/12,6240,108887244,10
(주)CMG제약,58820,2018/12,4235,108887244,10
(주)CMG제약,58820,2018/12,4235,108887244,90
(주)CMG제약,58820,2019/12,4250,138892244,10
(주)CMG제약,58820,2019/12,4250,138892244,90
(주)CMG제약,58820,2020/12,5780,138892244,10
(주)CMG제약,58820,2020/12,5780,138892244,90
(주)CMG제약,58820,2021/12,3835,138892244,10
(주)CMG제약,58820,2021/12,3835,138892244,90
(주)ES큐브,50120,2009/12,1760,21219438,90
(주)ES큐브,50120,2009/12,1760,21219438,10
(주)ES큐브,50120,2010/12,2385,23243905,90
(주)ES큐브,50120,2010/12,2385,23243905,10
(주)ES큐브,50120,2011/12,2120,23243905,10
(주)ES큐브,50120,2011/12,2120,23243905,90
(주)ES큐브,50120,2012/12,3430,23393158,10
(주)ES큐브,50120,2012/12,3430,23393158,90
(주)ES큐브,50120,2013/12,1540,36493326,90
(주)ES큐브,50120,2013/12,1540,36493326,10
(주)ES큐브,50120,2014/12,1395,36493326,10
(주)ES큐브,50120,2014/12,1395,36493326,90
(주)ES큐브,50120,2015/12,1605,36493326,90
(주)ES큐브,50120,2015/12,1605,36493326,10
(주)ES큐브,50120,2016/12,1705,41621527,10
(주)ES큐브,50120,2016/12,1705,41621527,90
(주)ES큐브,50120,2017/12,1030,83243054,90
(주)ES큐브,50120,2017/12,1030,83243054,10
(주)ES큐브,50120,2018/12,668,83243054,10
(주)ES큐브,50120,2018/12,668,83243054,90
(주)ES큐브,50120,2019/12,852,83088255,10
(주)ES큐브,50120,2019/12,852,83088255,90
(주)ES큐브,50120,2020/12,558,135640864,90
(주)ES큐브,50120,2020/12,558,135640864,10
(주)ES큐브,50120,2021/12,4960,13564086,90
(주)ES큐브,50120,2021/12,4960,13564086,10
(주)가비아,79940,2009/12,2130,12735684,10
(주)가비아,79940,2009/12,2130,12735684,90
(주)가비아,79940,2010/12,3050,12735684,10
(주)가비아,79940,2010/12,3050,12735684,90
(주)가비아,79940,2011/12,3950,12735684,90
(주)가비아,79940,2011/12,3950,12735684,10
(주)가비아,79940,2012/12,4035,13335684,90
(주)가비아,79940,2012/12,4035,13335684,10
(주)가비아,79940,2013/12,4790,13335684,90
(주)가비아,79940,2013/12,4790,13335684,10
(주)가비아,79940,2014/12,6420,13535684,90
(주)가비아,79940,2014/12,6420,13535684,10
(주)가비아,79940,2015/12,7130,13535684,90
(주)가비아,79940,2015/12,7130,13535684,10
(주)가비아,79940,2016/12,5840,13535684,10
(주)가비아,79940,2016/12,5840,13535684,90
(주)가비아,79940,2017/12,5870,13535684,10
(주)가비아,79940,2017/12,5870,13535684,90
(주)가비아,79940,2018/12,6360,13535684,90
(주)가비아,79940,2018/12,6360,13535684,10
(주)가비아,79940,2019/12,8280,13535684,90
(주)가비아,79940,2019/12,8280,13535684,10
(주)가비아,79940,2020/12,13150,13535684,10
(주)가비아,79940,2020/12,13150,13535684,90
(주)가비아,79940,2021/12,13500,13535684,10
(주)가비아,79940,2021/12,13500,13535684,90
(주)가온칩스,399720,2018/12,,,
(주)가온칩스,399720,2019/12,,,
(주)가온칩스,399720,2020/12,,,
(주)가온칩스,399720,2021/12,,,
(주)강스템바이오텍,217730,2013/12,,,
(주)강스템바이오텍,217730,2014/12,,,
(주)강스템바이오텍,217730,2015/12,10900,13817150,10
(주)강스템바이오텍,217730,2015/12,10900,13817150,90
(주)강스템바이오텍,217730,2015/12,10900,0,20
(주)강스템바이오텍,217730,2016/12,10800,0,20
(주)강스템바이오텍,217730,2016/12,10800,14213650,10
(주)강스템바이오텍,217730,2016/12,10800,14213650,90
(주)강스템바이오텍,217730,2017/12,12500,0,20
(주)강스템바이오텍,217730,2017/12,12500,16251712,90
(주)강스템바이오텍,217730,2017/12,12500,16251712,10
(주)강스템바이오텍,217730,2018/12,21800,0,20
(주)강스템바이오텍,217730,2018/12,21800,20824937,90
(주)강스템바이오텍,217730,2018/12,21800,20824937,10
(주)강스템바이오텍,217730,2019/12,8140,20849437,10
(주)강스템바이오텍,217730,2019/12,8140,24089371,90
(주)강스템바이오텍,217730,2019/12,8140,3239934,20
(주)강스템바이오텍,217730,2020/12,7910,24836666,10
(주)강스템바이오텍,217730,2020/12,7910,25376658,90
(주)강스템바이오텍,217730,2020/12,7910,539992,20
(주)강스템바이오텍,217730,2021/12,3270,67499,20
(주)강스템바이오텍,217730,2021/12,3270,37937925,10
(주)강스템바이오텍,217730,2021/12,3270,38005424,90
(주)강원에너지,114190,2009/11,4440,,
(주)강원에너지,114190,2010/11,4345,5300000,90
(주)강원에너지,114190,2010/11,4345,5300000,10
(주)강원에너지,114190,2011/11,4530,5300000,90
(주)강원에너지,114190,2011/11,4530,5300000,10
(주)강원에너지,114190,2012/12,4405,2066826,20
(주)강원에너지,114190,2012/12,4405,12666826,90
(주)강원에너지,114190,2012/12,4405,10600000,10
(주)강원에너지,114190,2013/12,2205,12666826,90
(주)강원에너지,114190,2013/12,2205,12666826,10
(주)강원에너지,114190,2013/12,2205,0,20
(주)강원에너지,114190,2014/12,2105,14390962,90
(주)강원에너지,114190,2014/12,2105,0,20
(주)강원에너지,114190,2014/12,2105,14390962,10
(주)강원에너지,114190,2015/12,2870,15253030,10
(주)강원에너지,114190,2015/12,2870,0,20
(주)강원에너지,114190,2015/12,2870,15253030,90
(주)강원에너지,114190,2016/12,2740,15253030,90
(주)강원에너지,114190,2016/12,2740,15253030,10
(주)강원에너지,114190,2016/12,2740,0,20
(주)강원에너지,114190,2017/12,2490,15253030,90
(주)강원에너지,114190,2017/12,2490,15253030,10
(주)강원에너지,114190,2017/12,2490,0,20
(주)강원에너지,114190,2018/12,2740,15366896,90
(주)강원에너지,114190,2018/12,2740,0,20
(주)강원에너지,114190,2018/12,2740,15366896,10
(주)강원에너지,114190,2019/12,3810,17443674,10
(주)강원에너지,114190,2019/12,3810,17443674,90
(주)강원에너지,114190,2019/12,3810,0,20
(주)강원에너지,114190,2020/12,2500,18154911,90
(주)강원에너지,114190,2020/12,2500,18154911,10
(주)강원에너지,114190,2020/12,2500,0,20
(주)강원에너지,114190,2021/12,2500,26123038,90
(주)강원에너지,114190,2021/12,2500,0,20
(주)강원에너지,114190,2021/12,2500,26123038,10
(주)경윤하이드로에너지,19120,2009/12,505,,
(주)경윤하이드로에너지,19120,2010/12,119,88519887,90
(주)경윤하이드로에너지,19120,2010/12,119,88519887,10
(주)고려시멘트,198440,2014/12,2045,7000000,10
(주)고려시멘트,198440,2014/12,2045,7000000,90
(주)고려시멘트,198440,2015/12,2020,7000000,10
(주)고려시멘트,198440,2015/12,2020,7000000,90
(주)고려시멘트,198440,2016/12,1995,7000000,90
(주)고려시멘트,198440,2016/12,1995,7000000,10
(주)고려시멘트,198440,2017/12,1720,30479960,90
(주)고려시멘트,198440,2017/12,1720,30479960,10
(주)고려시멘트,198440,2018/12,2595,31979960,10
(주)고려시멘트,198440,2018/12,2595,31979960,90
(주)고려시멘트,198440,2019/12,3075,31979960,90
(주)고려시멘트,198440,2019/12,3075,31979960,10
(주)고려시멘트,198440,2020/12,3030,31979960,90
(주)고려시멘트,198440,2020/12,3030,31979960,10
(주)고려시멘트,198440,2021/12,3850,31979960,90
(주)고려시멘트,198440,2021/12,3850,31979960,10
(주)고바이오랩,348150,2019/12,,,
(주)고바이오랩,348150,2020/12,43350,15518506,90
(주)고바이오랩,348150,2020/12,43350,15518506,10
(주)고바이오랩,348150,2021/12,20600,16270559,10
(주)고바이오랩,348150,2021/12,20600,18022274,90
(주)고바이오랩,348150,2021/12,20600,1751715,20
(주)고영테크놀러지,98460,2009/12,10700,,
(주)고영테크놀러지,98460,2010/12,18000,8521924,90
(주)고영테크놀러지,98460,2010/12,18000,8521924,10
(주)고영테크놀러지,98460,2011/12,30900,8625888,90
(주)고영테크놀러지,98460,2011/12,30900,8625888,10
(주)고영테크놀러지,98460,2012/12,28100,8954134,90
(주)고영테크놀러지,98460,2012/12,28100,8954134,10
(주)고영테크놀러지,98460,2013/12,27950,8955634,10
(주)고영테크놀러지,98460,2013/12,27950,8955634,90
(주)고영테크놀러지,98460,2014/12,42800,13436451,90
(주)고영테크놀러지,98460,2014/12,42800,13436451,10
(주)고영테크놀러지,98460,2015/12,38650,13637951,90
(주)고영테크놀러지,98460,2015/12,38650,13637951,10
(주)고영테크놀러지,98460,2016/12,45200,13668951,10
(주)고영테크놀러지,98460,2016/12,45200,13668951,90
(주)고영테크놀러지,98460,2017/12,82500,13685951,10
(주)고영테크놀러지,98460,2017/12,82500,13685951,90
(주)고영테크놀러지,98460,2018/12,82500,13687951,10
(주)고영테크놀러지,98460,2018/12,82500,13687951,90
(주)고영테크놀러지,98460,2019/12,105500,13717951,10
(주)고영테크놀러지,98460,2019/12,105500,13717951,90
(주)고영테크놀러지,98460,2020/12,105000,13730951,10
(주)고영테크놀러지,98460,2020/12,105000,13730951,90
(주)고영테크놀러지,98460,2021/12,23700,68654755,90
(주)고영테크놀러지,98460,2021/12,23700,68654755,10
(주)골드앤에스,35290,2009/12,620,51658079,10
(주)골드앤에스,35290,2009/12,620,51658079,90
(주)골드앤에스,35290,2010/12,445,51658079,90
(주)골드앤에스,35290,2010/12,445,51658079,10
(주)골드앤에스,35290,2011/12,436,51658079,90
(주)골드앤에스,35290,2011/12,436,51658079,10
(주)골드앤에스,35290,2012/12,476,71639364,90
(주)골드앤에스,35290,2012/12,476,71639364,10
(주)골드앤에스,35290,2013/12,175,71639364,90
(주)골드앤에스,35290,2013/12,175,71639364,10
(주)골드앤에스,35290,2014/12,3360,12155384,90
(주)골드앤에스,35290,2014/12,3360,12155384,10
(주)골드앤에스,35290,2015/12,5980,19704041,10
(주)골드앤에스,35290,2015/12,5980,19704041,90
(주)골드앤에스,35290,2016/12,3795,20034620,10
(주)골드앤에스,35290,2016/12,3795,20034620,90
(주)골드앤에스,35290,2017/12,4690,22173875,90
(주)골드앤에스,35290,2017/12,4690,22173875,10
(주)골드앤에스,35290,2018/12,3170,22761247,90
(주)골드앤에스,35290,2018/12,3170,22761247,10
(주)골드앤에스,35290,2019/12,11750,2570137,90
(주)골드앤에스,35290,2019/12,11750,2570137,10
(주)골드앤에스,35290,2020/12,11750,36223910,10
(주)골드앤에스,35290,2020/12,11750,36223910,90
(주)골드앤에스,35290,2021/12,1305,36223910,90
(주)골드앤에스,35290,2021/12,1305,36223910,10
(주)골드카운티,58900,2009/12,420,35009382,90
(주)골드카운티,58900,2009/12,420,35009382,10
(주)골드퍼시픽,38530,2009/12,795,22354839,90
(주)골드퍼시픽,38530,2009/12,795,22354839,10
(주)골드퍼시픽,38530,2010/12,620,22354839,90
(주)골드퍼시픽,38530,2010/12,620,22354839,10
(주)골드퍼시픽,38530,2011/12,1095,22354839,90
(주)골드퍼시픽,38530,2011/12,1095,22354839,10
(주)골드퍼시픽,38530,2012/12,1235,23180526,10
(주)골드퍼시픽,38530,2012/12,1235,23180526,90
(주)골드퍼시픽,38530,2013/12,849,25706927,10
(주)골드퍼시픽,38530,2013/12,849,25706927,90
(주)골드퍼시픽,38530,2014/12,1200,35107470,90
(주)골드퍼시픽,38530,2014/12,1200,35107470,10
(주)골드퍼시픽,38530,2015/12,1620,53032282,10
(주)골드퍼시픽,38530,2015/12,1620,53032282,90
(주)골드퍼시픽,38530,2016/12,732,58513516,90
(주)골드퍼시픽,38530,2016/12,732,58513516,10
(주)골드퍼시픽,38530,2017/12,3780,6655713,10
(주)골드퍼시픽,38530,2017/12,3780,6655713,90
(주)골드퍼시픽,38530,2018/12,1415,17136344,90
(주)골드퍼시픽,38530,2018/12,1415,17136344,10
(주)골드퍼시픽,38530,2019/12,1620,33858959,90
(주)골드퍼시픽,38530,2019/12,1620,33858959,10
(주)골드퍼시픽,38530,2020/12,1435,66197245,10
(주)골드퍼시픽,38530,2020/12,1435,66197245,90
(주)골드퍼시픽,38530,2021/12,1290,83267529,10
(주)골드퍼시픽,38530,2021/12,1290,83267529,90
(주)골프존,215000,2015/12,87900,0,20
(주)골프존,215000,2015/12,87900,6275415,90
(주)골프존,215000,2015/12,87900,6275415,10
(주)골프존,215000,2016/12,65300,0,20
(주)골프존,215000,2016/12,65300,6275415,10
(주)골프존,215000,2016/12,65300,6275415,90
(주)골프존,215000,2017/12,44850,6275415,10
(주)골프존,215000,2017/12,44850,0,20
(주)골프존,215000,2017/12,44850,6275415,90
(주)골프존,215000,2018/12,33450,6275415,10
(주)골프존,215000,2018/12,33450,0,20
(주)골프존,215000,2018/12,33450,6275415,90
(주)골프존,215000,2019/12,68900,6275415,90
(주)골프존,215000,2019/12,68900,0,20
(주)골프존,215000,2019/12,68900,6275415,10
(주)골프존,215000,2020/12,69300,6275415,10
(주)골프존,215000,2020/12,69300,6275415,90
(주)골프존,215000,2020/12,69300,0,20
(주)골프존,215000,2021/12,174800,6275415,10
(주)골프존,215000,2021/12,174800,6275415,90
(주)골프존,215000,2021/12,174800,0,20
(주)골프존뉴딘홀딩스,121440,2009/12,,,
(주)골프존뉴딘홀딩스,121440,2010/12,,,
(주)골프존뉴딘홀딩스,121440,2011/12,47800,0,20
(주)골프존뉴딘홀딩스,121440,2011/12,47800,12283023,90
(주)골프존뉴딘홀딩스,121440,2011/12,47800,12283023,10
(주)골프존뉴딘홀딩스,121440,2012/12,62900,0,20
(주)골프존뉴딘홀딩스,121440,2012/12,62900,12283023,90
(주)골프존뉴딘홀딩스,121440,2012/12,62900,12283023,10
(주)골프존뉴딘홀딩스,121440,2013/12,20150,36849069,90
(주)골프존뉴딘홀딩스,121440,2013/12,20150,0,20
(주)골프존뉴딘홀딩스,121440,2013/12,20150,36849069,10
(주)골프존뉴딘홀딩스,121440,2014/12,25250,36849069,90
(주)골프존뉴딘홀딩스,121440,2014/12,25250,0,20
(주)골프존뉴딘홀딩스,121440,2014/12,25250,36849069,10
(주)골프존뉴딘홀딩스,121440,2015/12,7150,42836818,10
(주)골프존뉴딘홀딩스,121440,2015/12,7150,42836818,90
(주)골프존뉴딘홀딩스,121440,2015/12,7150,0,20
(주)골프존뉴딘홀딩스,121440,2016/12,7760,42836818,10
(주)골프존뉴딘홀딩스,121440,2016/12,7760,42836818,90
(주)골프존뉴딘홀딩스,121440,2016/12,7760,0,20
(주)골프존뉴딘홀딩스,121440,2017/12,5320,42836818,90
(주)골프존뉴딘홀딩스,121440,2017/12,5320,0,20
(주)골프존뉴딘홀딩스,121440,2017/12,5320,42836818,10
(주)골프존뉴딘홀딩스,121440,2018/12,3685,42836818,10
(주)골프존뉴딘홀딩스,121440,2018/12,3685,0,20
(주)골프존뉴딘홀딩스,121440,2018/12,3685,42836818,90
(주)골프존뉴딘홀딩스,121440,2019/12,3545,42836818,10
(주)골프존뉴딘홀딩스,121440,2019/12,3545,0,20
(주)골프존뉴딘홀딩스,121440,2019/12,3545,42836818,90
(주)골프존뉴딘홀딩스,121440,2020/12,5540,42836818,10
(주)골프존뉴딘홀딩스,121440,2020/12,5540,42836818,90
(주)골프존뉴딘홀딩스,121440,2020/12,5540,0,20
(주)골프존뉴딘홀딩스,121440,2021/12,8930,0,20
(주)골프존뉴딘홀딩스,121440,2021/12,8930,42836818,10
(주)골프존뉴딘홀딩스,121440,2021/12,8930,42836818,90
(주)공구우먼,366030,2017/12,,,
(주)공구우먼,366030,2018/12,,,
(주)공구우먼,366030,2019/12,,,
(주)공구우먼,366030,2020/12,,,
(주)공구우먼,366030,2021/12,,2518500,10
(주)공구우먼,366030,2021/12,,2518500,90
(주)광림,14200,2009/12,1410,,
(주)광림,14200,2010/12,2000,15208965,10
(주)광림,14200,2010/12,2000,15208965,90
(주)광림,14200,2011/12,2080,15208965,90
(주)광림,14200,2011/12,2080,15208965,10
(주)광림,14200,2012/12,1985,19119243,90
(주)광림,14200,2012/12,1985,19119243,10
(주)광림,14200,2013/12,1770,19119243,10
(주)광림,14200,2013/12,1770,19119243,90
(주)광림,14200,2014/12,1510,19119243,90
(주)광림,14200,2014/12,1510,19119243,10
(주)광림,14200,2015/12,3100,19119243,10
(주)광림,14200,2015/12,3100,19119243,90
(주)광림,14200,2016/12,7860,48498486,90
(주)광림,14200,2016/12,7860,48498486,10
(주)광림,14200,2017/12,3835,48498486,10
(주)광림,14200,2017/12,3835,48498486,90
(주)광림,14200,2018/12,2495,49624189,90
(주)광림,14200,2018/12,2495,49624189,10
(주)광림,14200,2019/12,2225,52922234,90
(주)광림,14200,2019/12,2225,52922234,10
(주)광림,14200,2020/12,1680,52922234,90
(주)광림,14200,2020/12,1680,52922234,10
(주)광림,14200,2021/12,2010,75241358,90
(주)광림,14200,2021/12,2010,75241358,10
(주)광무,29480,2009/12,7040,,
(주)광무,29480,2010/12,2360,82586538,10
(주)광무,29480,2010/12,2360,82586538,90
(주)광무,29480,2011/12,916,125422055,10
(주)광무,29480,2011/12,916,125422055,90
(주)광무,29480,2012/12,178,12935700,90
(주)광무,29480,2012/12,178,12935700,10
(주)광무,29480,2013/12,1565,18853386,90
(주)광무,29480,2013/12,1565,18853386,10
(주)광무,29480,2014/12,740,18853386,10
(주)광무,29480,2014/12,740,18853386,90
(주)광무,29480,2015/12,2170,22555655,10
(주)광무,29480,2015/12,2170,22555655,90
(주)광무,29480,2016/12,1560,22555655,10
(주)광무,29480,2016/12,1560,22555655,90
(주)광무,29480,2017/12,1050,31903723,90
(주)광무,29480,2017/12,1050,31903723,10
(주)광무,29480,2018/12,469,32795285,90
(주)광무,29480,2018/12,469,32795285,10
(주)광무,29480,2019/12,1000,60855285,10
(주)광무,29480,2019/12,1000,60855285,90
(주)광무,29480,2020/12,575,79665776,90
(주)광무,29480,2020/12,575,79665776,10
(주)광무,29480,2021/12,1375,113955215,90
(주)광무,29480,2021/12,1375,113955215,10
(주)구스앤홈,329050,2017/12,,,
(주)구스앤홈,329050,2018/12,,,
(주)구스앤홈,329050,2019/12,,300000,20
(주)구스앤홈,329050,2019/12,,1200000,10
(주)구스앤홈,329050,2019/12,,1500000,90
(주)구스앤홈,329050,2020/12,,,
(주)구영테크,53270,2009/12,965,12859875,10
(주)구영테크,53270,2009/12,965,12859875,90
(주)구영테크,53270,2010/12,1680,12859875,10
(주)구영테크,53270,2010/12,1680,12859875,90
(주)구영테크,53270,2011/12,1380,12859875,90
(주)구영테크,53270,2011/12,1380,12859875,10
(주)구영테크,53270,2012/12,1440,12859875,10
(주)구영테크,53270,2012/12,1440,12859875,90
(주)구영테크,53270,2013/12,1485,12859875,90
(주)구영테크,53270,2013/12,1485,12859875,10
(주)구영테크,53270,2014/12,1370,19794174,10
(주)구영테크,53270,2014/12,1370,19794174,90
(주)구영테크,53270,2015/12,2190,19794174,90
(주)구영테크,53270,2015/12,2190,19794174,10
(주)구영테크,53270,2016/12,2365,19794174,90
(주)구영테크,53270,2016/12,2365,19794174,10
(주)구영테크,53270,2017/12,2080,19794174,90
(주)구영테크,53270,2017/12,2080,19794174,10
(주)구영테크,53270,2018/12,1540,26394174,90
(주)구영테크,53270,2018/12,1540,26394174,10
(주)구영테크,53270,2019/12,1820,26394174,90
(주)구영테크,53270,2019/12,1820,26394174,10
(주)구영테크,53270,2020/12,1650,26394174,10
(주)구영테크,53270,2020/12,1650,26394174,90
(주)구영테크,53270,2021/12,3340,26394174,90
(주)구영테크,53270,2021/12,3340,26394174,10
(주)국보디자인,66620,2009/12,2815,,
(주)국보디자인,66620,2010/12,3475,7500000,90
(주)국보디자인,66620,2010/12,3475,7500000,10
(주)국보디자인,66620,2011/12,4875,7500000,10
(주)국보디자인,66620,2011/12,4875,7500000,90
(주)국보디자인,66620,2012/12,6800,7500000,10
(주)국보디자인,66620,2012/12,6800,7500000,90
(주)국보디자인,66620,2013/12,10100,7500000,10
(주)국보디자인,66620,2013/12,10100,7500000,90
(주)국보디자인,66620,2014/12,13600,7500000,10
(주)국보디자인,66620,2014/12,13600,7500000,90
(주)국보디자인,66620,2015/12,19300,7500000,90
(주)국보디자인,66620,2015/12,19300,7500000,10
(주)국보디자인,66620,2016/12,17200,7500000,10
(주)국보디자인,66620,2016/12,17200,7500000,90
(주)국보디자인,66620,2017/12,18300,7500000,10
(주)국보디자인,66620,2017/12,18300,7500000,90
(주)국보디자인,66620,2018/12,13400,7500000,10
(주)국보디자인,66620,2018/12,13400,7500000,90
(주)국보디자인,66620,2019/12,17050,7500000,90
(주)국보디자인,66620,2019/12,17050,7500000,10
(주)국보디자인,66620,2020/12,17600,7500000,90
(주)국보디자인,66620,2020/12,17600,7500000,10
(주)국보디자인,66620,2021/12,21000,7500000,90
(주)국보디자인,66620,2021/12,21000,7500000,10
(주)국순당,43650,2009/12,9500,17858304,90
(주)국순당,43650,2009/12,9500,17858304,10
(주)국순당,43650,2010/12,11100,17858304,10
(주)국순당,43650,2010/12,11100,17858304,90
(주)국순당,43650,2011/12,7970,17858304,10
(주)국순당,43650,2011/12,7970,17858304,90
(주)국순당,43650,2012/12,7390,17858304,10
(주)국순당,43650,2012/12,7390,17858304,90
(주)국순당,43650,2013/12,5940,17858304,90
(주)국순당,43650,2013/12,5940,17858304,10
(주)국순당,43650,2014/12,5900,17858304,90
(주)국순당,43650,2014/12,5900,17858304,10
(주)국순당,43650,2015/12,6410,17858304,10
(주)국순당,43650,2015/12,6410,17858304,90
(주)국순당,43650,2016/12,6940,17858304,10
(주)국순당,43650,2016/12,6940,17858304,90
(주)국순당,43650,2017/12,5680,17858304,10
(주)국순당,43650,2017/12,5680,17858304,90
(주)국순당,43650,2018/12,4060,17858304,90
(주)국순당,43650,2018/12,4060,17858304,10
(주)국순당,43650,2019/12,3250,17858304,90
(주)국순당,43650,2019/12,3250,17858304,10
(주)국순당,43650,2020/12,5620,17858304,90
(주)국순당,43650,2020/12,5620,17858304,10
(주)국순당,43650,2021/12,9130,17858304,10
(주)국순당,43650,2021/12,9130,17858304,90
(주)국영지앤엠,6050,2009/12,800,20412792,10
(주)국영지앤엠,6050,2009/12,800,20412792,90
(주)국영지앤엠,6050,2010/12,1180,20412792,10
(주)국영지앤엠,6050,2010/12,1180,20412792,90
(주)국영지앤엠,6050,2011/12,1485,20412792,90
(주)국영지앤엠,6050,2011/12,1485,20412792,10
(주)국영지앤엠,6050,2012/12,897,29412792,90
(주)국영지앤엠,6050,2012/12,897,29412792,10
(주)국영지앤엠,6050,2013/12,989,29412792,10
(주)국영지앤엠,6050,2013/12,989,29412792,90
(주)국영지앤엠,6050,2014/12,999,29961037,90
(주)국영지앤엠,6050,2014/12,999,29961037,10
(주)국영지앤엠,6050,2015/12,2465,32921561,90
(주)국영지앤엠,6050,2015/12,2465,32921561,10
(주)국영지앤엠,6050,2016/12,2195,34237349,90
(주)국영지앤엠,6050,2016/12,2195,34237349,10
(주)국영지앤엠,6050,2017/12,1130,34895243,10
(주)국영지앤엠,6050,2017/12,1130,34895243,90
(주)국영지앤엠,6050,2018/12,1580,34895243,90
(주)국영지앤엠,6050,2018/12,1580,34895243,10
(주)국영지앤엠,6050,2019/12,1960,34895243,10
(주)국영지앤엠,6050,2019/12,1960,34895243,90
(주)국영지앤엠,6050,2020/12,2770,34895243,10
(주)국영지앤엠,6050,2020/12,2770,34895243,90
(주)국영지앤엠,6050,2021/12,1840,34895243,90
(주)국영지앤엠,6050,2021/12,1840,34895243,10
(주)국전약품,307750,2018/12,2010,5010000,10
(주)국전약품,307750,2018/12,2010,5010000,90
(주)국전약품,307750,2019/12,2020,5010000,10
(주)국전약품,307750,2019/12,2020,5010000,90
(주)국전약품,307750,2020/12,9950,38538019,90
(주)국전약품,307750,2020/12,9950,38538019,10
(주)국전약품,307750,2021/12,10950,49069269,90
(주)국전약품,307750,2021/12,10950,49069269,10
(주)그래디언트,35080,2009/12,6330,60712093,10
(주)그래디언트,35080,2009/12,6330,60712093,90
(주)그래디언트,35080,2010/12,4635,60757093,10
(주)그래디언트,35080,2010/12,4635,60757093,90
(주)그래디언트,35080,2011/12,6700,60842093,10
(주)그래디언트,35080,2011/12,6700,60842093,90
(주)그래디언트,35080,2012/12,6980,60842093,10
(주)그래디언트,35080,2012/12,6980,60842093,90
(주)그래디언트,35080,2013/12,10650,60842093,90
(주)그래디언트,35080,2013/12,10650,60842093,10
(주)그래디언트,35080,2014/12,9200,60000000,90
(주)그래디언트,35080,2014/12,9200,60000000,10
(주)그래디언트,35080,2015/12,11050,59500000,10
(주)그래디언트,35080,2015/12,11050,59500000,90
(주)그래디언트,35080,2016/12,5020,59000000,90
(주)그래디언트,35080,2016/12,5020,59000000,10
(주)그래디언트,35080,2017/12,3940,58500000,90
(주)그래디언트,35080,2017/12,3940,58500000,10
(주)그래디언트,35080,2018/12,2350,58500000,10
(주)그래디언트,35080,2018/12,2350,58500000,90
(주)그래디언트,35080,2019/12,2170,58500000,10
(주)그래디언트,35080,2019/12,2170,58500000,90
(주)그래디언트,35080,2020/12,2150,81189163,90
(주)그래디언트,35080,2020/12,2150,81189163,10
(주)그래디언트,35080,2021/12,5420,81189163,90
(주)그래디언트,35080,2021/12,5420,81189163,10
(주)그리티,204020,2009/12,,,
(주)그리티,204020,2010/12,,,
(주)그리티,204020,2011/12,,,
(주)그리티,204020,2012/12,,,
(주)그리티,204020,2013/12,,,
(주)그리티,204020,2014/12,,,
(주)그리티,204020,2015/12,,,
(주)그리티,204020,2016/12,,,
(주)그리티,204020,2017/12,,,
(주)그리티,204020,2018/12,7190,0,20
(주)그리티,204020,2018/12,7190,10073715,90
(주)그리티,204020,2018/12,7190,10073715,10
(주)그리티,204020,2019/12,2790,20147430,90
(주)그리티,204020,2019/12,2790,0,20
(주)그리티,204020,2019/12,2790,20147430,10
(주)그리티,204020,2020/12,2995,0,20
(주)그리티,204020,2020/12,2995,20147430,90
(주)그리티,204020,2020/12,2995,20147430,10
(주)그리티,204020,2021/12,2645,0,20
(주)그리티,204020,2021/12,2645,20147430,10
(주)그리티,204020,2021/12,2645,20147430,90
(주)그린플러스,186230,2009/12,,,
(주)그린플러스,186230,2010/12,,,
(주)그린플러스,186230,2011/12,,,
(주)그린플러스,186230,2012/12,,,
(주)그린플러스,186230,2013/12,,3035468,90
(주)그린플러스,186230,2013/12,,2357500,10
(주)그린플러스,186230,2013/12,,677968,20
(주)그린플러스,186230,2014/12,,2357500,10
(주)그린플러스,186230,2014/12,,588984,20
(주)그린플러스,186230,2014/12,,2946484,90
(주)그린플러스,186230,2015/12,,526301,20
(주)그린플러스,186230,2015/12,,2992574,90
(주)그린플러스,186230,2015/12,,2466273,10
(주)그린플러스,186230,2016/12,,1119407,20
(주)그린플러스,186230,2016/12,,3700547,90
(주)그린플러스,186230,2016/12,,2581140,10
(주)그린플러스,186230,2017/12,,1119407,20
(주)그린플러스,186230,2017/12,,2581140,10
(주)그린플러스,186230,2017/12,,3700547,90
(주)그린플러스,186230,2018/12,,970310,20
(주)그린플러스,186230,2018/12,,2814304,10
